Name,Industry,Description,Short Description,Tags,Business Model,Customer Model,Website,Raised,Year Raised,Stage,Investors,PDF URL
Arrcus,Tech,"Arrcus Inc. provides network integration services. The Company offers routing, cloud computing, and data center management solutions. Arrcus serves customers in the United States.",,Tech,,,arrcus.com,$30M,2019,Series B,,./BestPitchPDFs/arrcus.pdf
Fyllo,Cannabis,"Fyllo offers compliance cloud enterprise grade software and database services for the cannabis industry. Fyllo is a suite of enterprise-grade software that deals with compliance of cannabis laws and regulations at the federal, state and local level. The company helps its partners with compliance solutions to grow their businesses bigger and faster by having a confidence in their legal matters. Founded in 2019 in Chicago, Fyllo has raised a total of $28M from investors such as Salveo Capital, Phyto Partners, JW Asset Management and others.",,Cannabis,,,hellofyllo.com,$26M,2018,Series A,,./BestPitchPDFs/fyllo.pdf
Headset,Cannabis,"Headset, Inc. provides information technology services. The Company designs and develops data and analytics solutions for the cannabis industry. Headset serves customers in the United States.",,Cannabis,,,headset.io,$12M,2019,Series A,,./BestPitchPDFs/headset.pdf
Granulate,Tech,"Cut compute costs by 60%, reduce latency by 40% and improve throughput 5X with Granulate’s real-time optimization.",,Tech,,,granulate.io,$12M,2020,Series A,,./BestPitchPDFs/granulate.pdf
Front,SaaS,"Front is the modern Workplace Communication Platform. Whether you're remote or in the office, Front enables your team to do their best work — so you can create an experience your customers will never forget.",,SaaS,SaaS,,flyfrontier.com,$59M,2020,Series C,,./BestPitchPDFs/front.pdf
Yaydoo,,Gestiona los pagos a proveedores 📦 y cobros de tus clientes 💰 de forma fácil y rápida desde un solo lugar. VendorPlace lo hace posible. 🚀,,,,,yaydoo.com,Undisclosed,2020,,,./BestPitchPDFs/yaydoo.pdf
Winnie,Marketplaces,"Winnie Couture, Inc. designs and manufactures apparels. The Company provides new, sample and used wedding dresses and gowns. Winnie Couture serves customers in the state of Texas.",,Marketplaces,Marketplace,,winniecouture.com,$4M,2018,Seed,,./BestPitchPDFs/winnie.pdf
PIllar,FinTech,Pillar To Post Professional Home Inspection was founded in 2007. The company's line of business includes providing various business services.,,FinTech,,,pillartopost.com,$5.5M,,Seed,,./BestPitchPDFs/pillar.pdf
K-Zen,,K-Zen is a maker of cannabis-infused drinks committed to normalizing cannabis and inspiring new ways for consumers to enjoy its benefits.,"Founded in 2018, K-Zen operates as a beverage company that produces and distributes cannabis-infused drinks. The company announced in May 2019 that it had received $5 million in seed funding from early-stage global venture capital firm DCM.‍",,,,kzen.co,$5M,,Seed,,./BestPitchPDFs/kzen.pdf
Divvy Homes,Proptech,A new take on rent-to-own. Rent your dream home while we help you save for a down payment. Buy the home when you’re ready or walk away and cash out your savings.,"Divvy Homes offers a creative way of enabling you to buy your dream house. The 15-person San Francisco-based Startup buys your dream house and offers you to rent it with the option to buy it later. The family chips in at least two percent for a down payment. Divvy pays for the rest; then, it collects a monthly amount that includes both market-rate rent and an equity payment. Divvy homes raised $7 million in a seed round and another $30 million in series A. In 2019; they announced a $43 million Series B round to help promote their mission.‍",Proptech,,,divvyhomes.com,$30M,2019,Series A,,./BestPitchPDFs/divvyhomes.pdf
Capacity,Tech,"Capacity LLC provides logistics services. The Company offers warehousing, packaging, returns management, shipping, transportation, and order fulfillment services. Capacity serves personal care, beauty, fashion, and business sectors worldwide.","Capacity is a secure, AI-powered support automation platform. In other words, Capacity is a new kind of help desk, powered by artificial intelligence that automates support for your customers and employees.Capacity announced in October 2019 that they had raised $13.5 million from series B funding.",Tech,,,capacityllc.com,$13.2M,,Series B,,./BestPitchPDFs/capacity.pdf
Front (Series B),SaaS,"Front is the modern Workplace Communication Platform. Whether you're remote or in the office, Front enables your team to do their best work — so you can create an experience your customers will never forget.","Front is a shared inbox for teams who want to be more productive, collaborative and workflow efficient.In 2018 Front raised $66M in fundings with this pitch deck.So far, Front has raised over $138M in funding. On January 22nd Front raised $59M in a Series C round.",SaaS,SaaS,,front.com,$66M,2018,Series B,,./BestPitchPDFs/frontseriesb.pdf
PurpleGo,Retail,Purple Go - Modern sales and operations platform for optical retailers,Modern sales and operations platform for retail,"B2B, Mobile Apps, Retail, SaaS",SaaS,B2B,www.purplego.co,Undisclosed,2018,Seed,,./BestPitchPDFs/purplego.pdf
DivyCloud,Tech,"Divvy Cloud Corporation develops management software. The Company provides IT infrastructure software for multi cloud management platforms to manage, track, and audit private and public clouds. Divvy Cloud operates in McLean, Virginia.","DivvyCloud is a Cloud Security company that protects cloud- and container environemnts from misconfigurations, policy violations, threats and IAM challanges.In 2019 DivvyCloud raised with this pitch deck $20M in funding in a Series B round.This was the most recent of their 6 investments ($28.9M).",Tech,,,divvycloud.com,$20M,2019,Series B,,./BestPitchPDFs/divycloud.pdf
Skymind,Tech,Tribulations d’un sysadmin à l’accent geek dans le monde numérique avec un zeste d’interactivité prof-élèves - le tout arrosé de culture libre.,"Skymind is a 2016 found company and the first dedicated AI ecosystem builder.In 2019 Skymind raised $11.5M in fundings with this pitch deck.Just one year later Skymind was able to raise a stunning $800M funding,",Tech,,,skyminds.net,$11.5M,,Series A,,./BestPitchPDFs/skymind.pdf
Indiez,,"Futureofwork Inc, doing business as Indiez, operates as a software development company. The Company engages in the development of websites, software products, and mobile applications. Indiez serves customers in India.","Indiez provides a new way of building software projects by connecting startups with top independent talent from companies like Airbnb, Uber and many others.In 2017 Indiez raised $500k with this pitch deck in a See funding round.This is the only funding round of Indiez.",,,,indiez.io,$500k,,Seed,,./BestPitchPDFs/indiez.pdf
WeddingLovely,E-Commerce,"Principal, Program Director at @tinyseedfund. Author of Hello Web Design (No Starch Press) Founder @hellowebbooks. Outdoorsy. Forever a California girl.","WeddingLovely was a collection of wedding tools and directories for local vendors and small businesses.WeddingLovely raised an unknown amount with this pitch deck in 2011.Unfortunatly, WeddingLovely has closed its doors in Jan. 2019.",E-Commerce,,,WeddingLovely.com,Undisclosed,,Seed,,./BestPitchPDFs/weddinglovely.pdf
Resgrid,SaaS,"Complete dispatch solution for first responders, business and industry","Resgrid is a response reporting system for first responders, business and industry.In 2013 Resgrid raised with this pitch deck an unknown amount of fundings.This is the only investment round Resgrid did.",SaaS,SaaS,,resgrid.com,Undisclosed,2013,Seed,,./BestPitchPDFs/resgrid.pdf
Talkdesk,SaaS,"Talkdesk, Inc. provides browser-based call center software solution for small businesses. Its solutions enable users to optimize calls and know who is calling before answering the phone and provides an overview of the customer with information from the CRM. Talkdesk serves customers in the United States.",Talkdesk provides their customers agents with best-in-class tools wo work from anywhere in the world.In 2014Talkdesk raised $3.15M in fundings from two investors. Storm Ventures was the lead investor of this Seed round.After six rounds of funding Talkdesk has raised a total of $124.5M.,SaaS,SaaS,,talkdesk.com,$3.15M,2014,Seed,,./BestPitchPDFs/talkdesk.pdf
Orchard,E-Commerce,"Orchard is Canada's largest reseller of refurbished iPhones, iPads and Samsung Galaxy phones. Prices up to 70% cheaper than buying new. Free two-way shipping.",,E-Commerce,E-commerce,,getorchard.com,,2018,Seed,,./BestPitchPDFs/orchard.pdf
1Huddle,Enterprise Software,"1HUDDLE, Inc. provides software solutions. The Company offers an employee training platform that provides next-generation learning and training programs in the form of quick-burst mobile games. 1HUDDLE serves clients in the State of New Jersey.","The Fastest Way to Fire Up Your Team // Enterprise SaaS 1Huddle is a mobile game platform that companies can use to get their people ready to work. Using the platform, you can convert existing training materials, videos and certifications into quick mobile games in minutes. 1Huddle has over 70+ paying customers and over 20,000 users including Madison Square Garden, ESPN, Loews Hotels and New York Mets. In 2015, 1Huddle raised $125K from 500 Startups in its Pre-Seed round. The total amount of funding raised as of today is $7.9M and the company is in its Series A stage now.","Enterprise Software, Gamification, HR, SaaS, Training",SaaS,B2B,1huddle.co,$125K,2015,Pre-Seed,,./BestPitchPDFs/1huddle.pdf
43 layers,E-commerce,,"43Layers is a marketplace where you can design your own custom gifts, decor and accessories. 43 Layers is an online marketplace where you can design your own custom decor, favors, awards and accessories. The company raised $125K in funding from 500 Startups in 2005.","E-commerce, Gift, Marketplace","Marketplace, E-commerce",B2B2C,www.43layers.com,$125K,2015,Seed,,./BestPitchPDFs/43layers.pdf
